"","Source..A.","Source..B.","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"514","@viva__lala @Rosewind2007 @CindyFarquharNZ How dare you? On another subject, do ya think #ACIP provides #vaccine licensure recommendations to #FDA? I’m wondering abt the recent expanded age range for #hpv #vaccines. It’s curious, imo. 🤔","Neutral",38,81.6,90.57,50.35,25.77,7.6,31.58,55.26,31.58,13.16,7.89,2.63,0,5.26,0,0,5.26,2.63,10.53,2.63,2.63,2.63,0,7.89,2.63,2.63,2.63,0,2.63,0,0,0,0,0,0,10.53,0,0,0,0,10.53,7.89,2.63,0,2.63,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,2.63,2.63,0,0,7.89,0,10.53,0,5.26,5.26,0,0,0,0,0,0,5.26,0,5.26,0,0,0,42.11,5.26,5.26,0,0,5.26,0,0,0,0,0,26.32
"515","@weaponizedword1 @chrisvcsefalvay @jkellyca @WendyOrent @VeritasEver @BlueLionBlog @prof_brunt @nocompulsoryvac @toppediatrician @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @viva__lala @rugbyrhino16 @regina1775 @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques @DrJenGunter Oh wait, #FDA didn’t wait for the trials to be completed b4 licensing #hpv #vaccine in 2006?","Neutral",75,95.09,50,1,9.41,75,61.33,26.67,9.33,1.33,0,0,0,0,0,0,1.33,2.67,4,2.67,0,0,0,5.33,0,0,0,2.67,0,4,1.33,2.67,0,1.33,0,0,0,0,0,0,2.67,0,0,0,0,2.67,0,1.33,0,1.33,0,0,0,0,0,0,1.33,0,0,1.33,0,0,1.33,5.33,0,5.33,0,2.67,2.67,1.33,4,1.33,0,0,0,2.67,0,1.33,0,1.33,0,84,0,1.33,0,0,1.33,0,0,0,0,0,81.33
"516","@weaponizedword1 @chrisvcsefalvay @jkellyca @WendyOrent @VeritasEver @BlueLionBlog @prof_brunt @nocompulsoryvac @toppediatrician @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @dkegel @viva__lala @rugbyrhino16 @regina1775 @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques @DrJenGunter Woah, wait a minute... #hepB #vaccine with first-in-human adjuvant and myocardial infarction, autoimmune disorders and herpes zoster? https://t.co/anBjRmpMSE","Neutral",81,92.84,54.9,1,10.27,27,61.73,27.16,8.64,1.23,0,0,0,0,0,0,1.23,2.47,2.47,1.23,0,2.47,0,2.47,0,0,0,2.47,0,3.7,1.23,2.47,0,1.23,0,1.23,0,0,0,0,1.23,0,0,0,0,1.23,0,1.23,0,1.23,0,1.23,0,1.23,0,0,2.47,0,1.23,1.23,0,0,0,2.47,0,6.17,0,2.47,3.7,1.23,3.7,1.23,0,0,0,2.47,0,1.23,0,0,1.23,87.65,4.94,2.47,0,0,1.23,0,2.47,0,0,0,76.54
"517","@WendyOrent @doritmi @TonyBaduy @nocompulsoryvac @jjfox123 @mcfunny @VeritasEver @EmmaGPaley @djrazorgirl @DescribeSWC @toppediatrician @MilanovNina @RightWingBlack2 @Vbalance03 @ghoppe @BlueLionBlog @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @weaponizedword1 @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques Y’all pro #vaccine activists *believe* w/e ya want. Suit yerself.","Neutral",67,89.44,61.75,1,8.14,33.5,71.64,20.9,4.48,2.99,1.49,0,0,1.49,0,0,1.49,1.49,0,1.49,0,0,0,4.48,0,0,0,1.49,0,4.48,1.49,2.99,0,1.49,0,1.49,0,0,0,0,4.48,1.49,0,1.49,0,1.49,0,2.99,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,1.49,0,1.49,0,0,5.97,1.49,0,0,0,2.99,0,2.99,0,0,0,92.54,2.99,0,0,0,0,0,0,0,0,0,89.55
"518","@WendyOrent @GeoffSchuler @mcfunny @Angel45404830 @fiski70 @doritmi @ProAntiVaxxer @DescribeSWC @nocompulsoryvac @TonyBaduy @toppediatrician @MilanovNina @RightWingBlack2 @Vbalance03 @ghoppe @BlueLionBlog @xileenie @Joshua1_5 @thereal_truther @djt10 @weaponizedword1 @dkegel @jkellyca @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @sarah_sxlxp @kenjaques @babyname_maven No, taking abt the dangers of the #DoritReiss #bot. She knows, well as much as bots can know I suppose, knows which buttons 2 push. She’s either #antivaccine or #vaccine #extremist #provocateur or just plain #evil","Neutral",94,82.45,37.48,1.25,4.35,31.33,55.32,38.3,19.15,5.32,3.19,1.06,0,0,2.13,0,2.13,3.19,4.26,2.13,2.13,4.26,1.06,7.45,5.32,3.19,1.06,2.13,2.13,6.38,2.13,4.26,0,1.06,0,2.13,0,0,2.13,0,8.51,3.19,0,0,3.19,1.06,3.19,1.06,0,1.06,0,0,0,0,0,0,2.13,0,0,0,1.06,1.06,0,6.38,0,2.13,1.06,1.06,0,0,3.19,1.06,0,0,0,2.13,0,1.06,0,1.06,0,74.47,2.13,3.19,0,0,0,0,0,0,0,0,69.15
"519","@WendyOrent @kmerian @RBuzzy1111 @EdDarrell @djt10 @LilEarthling369 @Just4TheCause @seaglass34 @kidoctr @jeanetteimpia @SpectrumomYeah @Vbalance03 @KarmicTimes @Luma923 @Plasticdoe @RightWingBlack2 @science_guy5 @omreebt @doritmi @StopVaxxedLies @EmmaGPaley @REALITYofJNJ @what_if_007 @VeritasEver @GeoffSchuler @Biegenzahn @HenningTveit @DefconOneUG @FoxeoGames @MamaBear11011 @chrisvcsefalvay @SentinelM @RyanMarino @wangstar20161 @PharmaNemesis @weaponizedword1 @thereal_truther @Wallace_Noll @MrFlu2 @Momogarden81 #Flumist #vaccine?","Neutral",47,87.7,50,1,25.77,47,85.11,17.02,4.26,2.13,0,0,0,0,0,0,2.13,0,0,0,0,2.13,0,0,0,0,2.13,2.13,0,4.26,2.13,2.13,0,2.13,0,2.13,0,2.13,0,2.13,4.26,0,0,2.13,2.13,2.13,2.13,2.13,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,2.13,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,102.13,0,0,0,0,2.13,0,0,0,0,0,100
"520","@WendyOrent @VeritasEver @BlueLionBlog @prof_brunt @itsmepanda1 @nocompulsoryvac @toppediatrician @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @weaponizedword1 @dkegel @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques @DrJenGunter The first use of AAHS was in Merck's Recombivax Hep B #vaccine, approved in 1986. AAHS itself is hardly novel - it's just a pH-neutral form of alum, whose safe use dates back to the 1920s. Adjuvant without antigen *is* placebo, regardless of what amateur laypeople want to believe","Neutral",106,90.81,46.23,1,42.91,35.33,51.89,40.57,21.7,4.72,0,0,0,0,0,0,4.72,3.77,7.55,4.72,2.83,0,0.94,8.49,0.94,0,1.89,2.83,0,4.72,2.83,1.89,0,0.94,0,0.94,0,0,0,0,7.55,0.94,1.89,1.89,0.94,0.94,0.94,0.94,0,0.94,0,0,0,0,0,0,4.72,0,0.94,2.83,0,0.94,0.94,7.55,0,5.66,0,3.77,2.83,0.94,3.77,0.94,0,0,0,0.94,0,0.94,0,0,0,66.04,1.89,2.83,0,0,0,0,1.89,0,1.89,0,57.55
"521","@WendyOrent @VeritasEver @BlueLionBlog @prof_brunt @itsmepanda1 @nocompulsoryvac @toppediatrician @DescribeSWC @TonyBaduy @MilanovNina @RightWingBlack2 @doritmi @Vbalance03 @ghoppe @xileenie @Joshua1_5 @thereal_truther @djt10 @GeoffSchuler @mcfunny @weaponizedword1 @dkegel @viva__lala @rugbyrhino16 @regina1775 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @lifebiomedguru @EmmaGPaley @DansMonkeyShack @Gardeniagal4 @t3tragrammat0n @LynnleeMavakay @fiski70 @maunablissed @Apotheosis1974 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp @kenjaques @DrJenGunter The first use of AAHS was in Merck's Recombivax Hep B #vaccine, approved in 1986. AAHS itself is hardly novel - it's just a pH-neutral form of alum, whose safe use dates back to the 1920s. Adjuvant without antigen *is* placebo, regardless of what amateur laypeople want to believe","Neutral",106,90.81,46.23,1,42.91,35.33,51.89,40.57,21.7,4.72,0,0,0,0,0,0,4.72,3.77,7.55,4.72,2.83,0,0.94,8.49,0.94,0,1.89,2.83,0,4.72,2.83,1.89,0,0.94,0,0.94,0,0,0,0,7.55,0.94,1.89,1.89,0.94,0.94,0.94,0.94,0,0.94,0,0,0,0,0,0,4.72,0,0.94,2.83,0,0.94,0.94,7.55,0,5.66,0,3.77,2.83,0.94,3.77,0.94,0,0,0,0.94,0,0.94,0,0,0,66.04,1.89,2.83,0,0,0,0,1.89,0,1.89,0,57.55
"522","@WHO @WHOAFRO @WHO_Europe @WHOEMRO @WHOSEARO @WHOWPRO @pahowho @DrTedros Thank you for the reminder @WHO. I just got my #flu #vaccine. Sharing this @TED_ED video which might be helpful to explain why we need to get a #FluShot every year? #FightFlu https://t.co/s9ifr65KJn","Neutral",47,59.82,97.2,1,93.02,11.75,29.79,65.96,38.3,19.15,8.51,4.26,2.13,2.13,0,0,10.64,4.26,6.38,4.26,4.26,0,0,17.02,2.13,0,10.64,0,2.13,8.51,6.38,2.13,0,2.13,0,19.15,0,0,0,0,10.64,2.13,2.13,2.13,2.13,2.13,0,2.13,2.13,0,0,2.13,0,2.13,0,0,10.64,6.38,0,0,4.26,0,2.13,10.64,2.13,2.13,0,0,2.13,0,2.13,0,0,0,0,2.13,0,2.13,0,0,0,46.81,6.38,0,0,0,2.13,0,0,0,0,0,38.3
"523","@WholeHealthRx has launched a new #flushot campaign for patients, especially kids, who are #injection-phobic, using #virtualreality. https://t.co/8M1LY5HU4N https://t.co/rj9dKJ0axe","Neutral",30,83.85,74.76,1,1.03,15,30,46.67,20,3.33,0,0,0,0,0,0,3.33,3.33,3.33,6.67,3.33,0,0,10,3.33,0,3.33,0,0,3.33,0,3.33,3.33,0,0,6.67,0,0,0,0,10,0,6.67,0,0,3.33,0,0,0,0,0,3.33,0,3.33,0,0,3.33,0,0,3.33,0,0,0,6.67,0,6.67,3.33,0,3.33,0,0,0,0,0,0,6.67,0,6.67,0,0,0,50,10,10,0,0,0,0,3.33,0,0,0,26.67
"524","@WHOSEARO @WHOWPRO @WHOPhilippines @WHO @NCDFREE @HIA_NCD @ncdalliance @un_ncd @MoHFW_INDIA @MoH_mv @UN_Nepal Thank you @WHOSEARO. Another important tool is the #flushot - it reduces the risk of a #heartattack or #stroke especially in the highest risk patients. https://t.co/opV14FLLSW https://t.co/NJ0C0iavqc","Neutral",50,90.67,65.56,1,25.77,16.67,32,42,26,8,2,0,0,2,0,0,6,8,4,2,2,2,0,4,2,2,2,0,2,8,4,4,4,0,0,4,0,0,0,0,4,0,0,0,2,2,2,2,0,0,2,2,0,2,0,0,8,0,0,4,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,58,8,0,0,0,0,0,2,0,0,0,48
"525","****SOLD OUT****

Our next #Birmingham #vaccine training event is now sold out. You can still attend our London event (link here to book a place). #Pharmacists looking to upskill (to #travel health), new to vaccines or just in need of an update can attend
https://t.co/fHBp0NnoOd? https://t.co/yF0FYzAHm9","Neutral",54,90.85,82.28,92.47,25.77,13.5,16.67,74.07,38.89,5.56,5.56,0,3.7,1.85,0,0,0,3.7,14.81,5.56,7.41,1.85,0,11.11,3.7,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,5.56,1.85,0,1.85,1.85,0,1.85,1.85,1.85,0,0,3.7,0,3.7,0,0,3.7,3.7,0,0,0,0,3.7,14.81,0,27.78,5.56,9.26,12.96,1.85,3.7,0,3.7,0,0,3.7,0,3.7,0,0,0,48.15,7.41,1.85,0,0,1.85,0,0,0,0,7.41,29.63
"526","**Age Scotland said the National Records of Scotland (NRS) figures were ""staggering"" and it urged #older #people to get the #flu #vaccine before the winter**

BBC News - Winter deaths in Scotland at highest level in 18 years https://t.co/AOqwBYlnYk","Neutral",42,99,68.29,95.13,25.77,42,23.81,64.29,28.57,2.38,0,0,0,0,0,0,2.38,7.14,14.29,2.38,0,2.38,0,7.14,9.52,7.14,0,2.38,0,0,0,0,0,0,0,4.76,0,0,0,0,2.38,2.38,0,0,0,0,0,2.38,0,2.38,0,2.38,0,2.38,0,0,7.14,0,0,4.76,2.38,0,4.76,2.38,0,28.57,0,14.29,14.29,0,0,0,0,0,2.38,2.38,0,2.38,0,0,0,38.1,2.38,0,0,0,0,0,2.38,4.76,0,4.76,23.81
"527","#AFM

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/5IXwUiEOKO","Neutral",25,97.89,34.44,1.59,1,12.5,44,40,24,4,0,0,0,0,0,0,4,8,8,4,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,8,0,8,0,0,4,0,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,72,4,0,0,0,12,0,0,0,0,0,56
"528","#AFM

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/awjH3wjuXw","Neutral",25,97.89,34.44,1.59,1,12.5,44,40,24,4,0,0,0,0,0,0,4,8,8,4,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,8,0,8,0,0,4,0,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,72,4,0,0,0,12,0,0,0,0,0,56
"529","#AFM

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/lhSXN714g9","Neutral",25,97.89,34.44,1.59,1,12.5,44,40,24,4,0,0,0,0,0,0,4,8,8,4,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,8,0,8,0,0,4,0,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,72,4,0,0,0,12,0,0,0,0,0,56
"530","#AFM

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/PKFyLub1Gs","Neutral",25,97.89,34.44,1.59,1,12.5,44,40,24,4,0,0,0,0,0,0,4,8,8,4,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,8,0,8,0,0,4,0,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,72,4,0,0,0,12,0,0,0,0,0,56
"531","#AFM

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/RTqm1C5Hmt","Neutral",25,97.89,34.44,1.59,1,12.5,44,40,24,4,0,0,0,0,0,0,4,8,8,4,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,8,0,8,0,0,4,0,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,72,4,0,0,0,12,0,0,0,0,0,56
"532","#AFM #Polio-Like

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/gIlcgPEyNF","Neutral",27,98.75,35.54,1.22,1,13.5,40.74,40.74,25.93,3.7,0,0,0,0,0,0,3.7,7.41,11.11,3.7,0,0,0,3.7,3.7,3.7,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,3.7,0,0,0,0,7.41,0,7.41,0,0,3.7,0,0,3.7,0,0,0,3.7,0,3.7,0,3.7,0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,74.07,3.7,0,0,0,11.11,0,3.7,0,0,0,55.56
"533","#AFM #PolioLike

#Flu #FluMist #FluShot #Vaccines

#AcuteFlaccidMyelitis #PRION

Is this a weak version of Human #MadCowDisease in the #SpinalCord??? HAS #CDC Ruled them out? #VCJD
Variant Creutzfeldt-Jakob Disease #KURU

@PrionInstitute @CDC

@51Batman @intelOverwatch @KROMMSAN https://t.co/ICQQuHp9Rz","Neutral",40,94.98,59.88,1.28,2.89,13.33,40,42.5,22.5,5,2.5,0,0,0,0,2.5,2.5,5,7.5,5,0,0,0,5,2.5,0,0,0,0,2.5,0,2.5,0,0,0,5,0,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,7.5,0,7.5,0,0,2.5,0,0,2.5,0,0,0,5,0,5,0,5,0,0,5,0,0,0,0,2.5,0,2.5,0,0,0,65,2.5,0,0,0,10,0,2.5,0,0,0,50
"534","#AFM hah...so I was up to something after all!!!

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/8W0PyX2yNq","Neutral",36,92.84,28.91,11.8,25.77,12,30.56,52.78,36.11,8.33,2.78,2.78,0,0,0,0,5.56,5.56,13.89,5.56,2.78,2.78,0,5.56,5.56,2.78,0,0,2.78,5.56,2.78,2.78,0,0,0,0,0,0,0,0,8.33,0,0,0,2.78,2.78,2.78,0,0,0,0,5.56,0,5.56,0,0,5.56,0,0,5.56,0,0,2.78,2.78,0,8.33,0,5.56,2.78,0,0,0,0,0,0,5.56,0,5.56,0,0,0,66.67,11.11,0,0,0,8.33,8.33,0,0,0,0,38.89
"535","#AFM in #NEVADA

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/wllZAJhakJ","Neutral",27,98.75,35.54,4.97,1,13.5,40.74,40.74,25.93,3.7,0,0,0,0,0,0,3.7,7.41,11.11,3.7,0,0,0,3.7,3.7,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,3.7,0,0,0,0,7.41,0,7.41,0,0,3.7,0,0,3.7,0,0,0,3.7,0,7.41,0,7.41,0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,70.37,3.7,0,0,0,11.11,0,0,0,0,0,55.56
"536","#AFM Paralyzing #polio -like illness mainly affecting children up to 18yrs and average of 4yrs old confirmed in 22 states, @CDC #CDC says. I WONDER HOW MANY OF THEM GOT THE #FluShot??? Any #PRION research in their spinal cord &amp; brain tissue?

@51Batman @intelOverwatch @Krommsan","Neutral",45,96.24,74.76,10.08,25.77,11.25,24.44,66.67,28.89,6.67,6.67,2.22,0,0,0,4.44,0,2.22,15.56,0,2.22,4.44,0,8.89,4.44,2.22,2.22,2.22,6.67,0,0,0,0,0,0,8.89,0,0,0,0,11.11,2.22,4.44,0,6.67,0,0,2.22,0,2.22,0,8.89,4.44,4.44,0,0,6.67,0,0,4.44,2.22,0,2.22,4.44,0,8.89,0,6.67,2.22,2.22,4.44,0,0,0,0,0,0,0,0,0,0,40,2.22,2.22,0,2.22,8.89,0,2.22,0,0,0,22.22
"537","#Anthrax #plague: a double #vaccine, with viral #nanoparticles, against Bacillus anthracis and Yersinia pestis works in animal models, even at a lethal dose of the infectious agents https://t.co/1A9KTpBFBs #bioterrorism https://t.co/CP5xqPt87H","Neutral",39,99,39.87,1.4,2.7,39,28.21,51.28,25.64,0,0,0,0,0,0,0,0,7.69,12.82,0,2.56,2.56,0,2.56,0,0,0,2.56,2.56,2.56,0,2.56,0,2.56,0,0,0,0,0,0,2.56,0,0,0,0,0,2.56,0,0,0,0,5.13,0,5.13,0,0,2.56,0,2.56,0,0,0,0,2.56,0,5.13,0,5.13,0,5.13,0,0,0,0,5.13,5.13,0,5.13,0,0,0,38.46,5.13,7.69,2.56,0,0,0,0,0,0,0,23.08
"538","#Australian Volunteers To Be Injected With #Malaria During #Vaccine Testing. #Vaccines #HumanExperimentation #VaccineHolocaust https://t.co/wd0sjZMcYg via @prepforthat1","Neutral",20,99,69.14,3.37,25.77,10,55,40,25,0,0,0,0,0,0,0,0,0,20,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,5,5,5,0,0,0,0,0,5,0,5,0,0,0,55,10,0,0,0,0,0,0,0,0,0,45
"539","#Breaking dummies @foxandfriends Getting the #flu &amp; #flushot 8:00 am Live! RT #MAGA
Thank you for #Truth @wikileaks #VAXXED @StopMSMLies @aspiesmom @TannersDad @CplBart @LaLaRueFrench75 @Movanhook #MAGA #MondayMotivation #Trump #VoteRedToSaveAmerica #VoteRed https://t.co/k2ltn193iT","Neutral",36,92.84,79.76,1,98.27,18,44.44,33.33,11.11,2.78,2.78,0,0,2.78,0,0,0,2.78,2.78,2.78,0,0,0,11.11,0,0,0,5.56,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,2.78,0,0,0,0,2.78,0,0,0,0,0,5.56,0,5.56,0,0,2.78,0,0,0,2.78,0,0,8.33,0,2.78,0,0,2.78,0,0,0,0,0,0,5.56,0,5.56,2.78,0,0,72.22,2.78,0,2.78,2.78,0,2.78,0,0,0,0,61.11
"540","#Breaking dummies @foxandfriends Getting the #flu &amp; #flushot 8:00 am Live! RT #MAGA
Thank you for #Truth @wikileaks #VAXXED @StopMSMLies @aspiesmom @TannersDad @CplBart @LaLaRueFrench75 @Movanhook #MAGA #MondayMotivation #Trump #VoteRedToSaveAmerica #VoteRed https://t.co/k2ltn193iT","Neutral",36,92.84,79.76,1,98.27,18,44.44,33.33,11.11,2.78,2.78,0,0,2.78,0,0,0,2.78,2.78,2.78,0,0,0,11.11,0,0,0,5.56,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,2.78,0,0,0,0,2.78,0,0,0,0,0,5.56,0,5.56,0,0,2.78,0,0,0,2.78,0,0,8.33,0,2.78,0,0,2.78,0,0,0,0,0,0,5.56,0,5.56,2.78,0,0,72.22,2.78,0,2.78,2.78,0,2.78,0,0,0,0,61.11
"541","#BREAKING: @US_FDA has approved #AFLURIA quadrivalent #influenza #vaccine for use in people six months of age &amp; older 
https://t.co/huCFThXS2U https://t.co/tIUREnKr7x","Neutral",29,95.62,84.96,11.5,85.87,29,27.59,48.28,17.24,3.45,3.45,0,3.45,0,0,0,0,0,10.34,3.45,0,0,0,6.9,3.45,3.45,0,3.45,0,3.45,3.45,0,0,0,0,6.9,0,0,0,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,3.45,0,6.9,0,0,0,6.9,0,13.79,0,3.45,10.34,0,0,0,0,0,0,6.9,0,6.9,0,0,0,51.72,6.9,0,3.45,3.45,0,0,0,0,0,0,37.93
"542","#Cancer #vaccine in our near future? https://t.co/AgOoep2TvZ","Neutral",11,98.22,96.52,85.21,25.77,5.5,18.18,54.55,27.27,9.09,9.09,0,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,9.09,27.27,0,18.18,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,54.55,9.09,0,0,0,9.09,0,0,0,0,0,36.36
"543","#Cancer #vaccine in our near future? https://t.co/ZK3YgiVzRr","Neutral",11,98.22,96.52,85.21,25.77,5.5,18.18,54.55,27.27,9.09,9.09,0,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,9.09,27.27,0,18.18,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,54.55,9.09,0,0,0,9.09,0,0,0,0,0,36.36
