Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Only 25% of social care staff looking after the elderly and vulnerable are vaccinated against flu.
https://t.co/zVyh9IWncA

#flu #vaccine #healthcare #Health",25,95.99,50.00,1.59,25.77,12.50,32.00,64.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,12.00,4.00,4.00,4.00,0.00,12.00,4.00,4.00,0.00,4.00,0.00,8.00,4.00,4.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,12.00,0.00,12.00,0.00,0.00,12.00,4.00,0.00,8.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00
Why Your Child Should Be Immunized: https://t.co/14x4zFJPPy #vaccine #healthcare https://t.co/li4qG31Nls,19,48.42,94.27,1.00,25.77,19.00,26.32,42.11,21.05,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,10.53,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,10.53,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,0.00,0.00,47.37,10.53,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.58
"Dr @PeterHotez has the unusual expertise of being both a #physician #scientist (#vaccine expert) &amp; an autism dad. In his latest book he discusses #autism, #antivax, &amp; more. https://t.co/bPXWQnE6AJ via @voxdotcom",35,96.93,87.34,1.00,25.77,11.67,28.57,65.71,28.57,5.71,5.71,0.00,0.00,0.00,5.71,0.00,0.00,8.57,8.57,5.71,0.00,0.00,0.00,5.71,5.71,5.71,0.00,0.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,11.43,2.86,0.00,0.00,8.57,2.86,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.00,5.71,0.00,0.00,8.57,0.00,0.00,8.57,0.00,0.00,0.00,2.86,0.00,11.43,0.00,8.57,2.86,5.71,2.86,0.00,0.00,0.00,0.00,2.86,0.00,2.86,0.00,0.00,0.00,57.14,8.57,5.71,0.00,5.71,0.00,0.00,0.00,0.00,0.00,5.71,31.43
"🌟 FLU SEASON 🌟

The importance of the #Flu Vaccine ~ especially for #disabled people &amp; those of us with #neuromuscular conditions such as #MuscularDystrophy. 

Ensure you receive the Quadrivalent Influenza #Vaccine!! (Ask your #doctor/pharmacist)

👉 https://t.co/BKHJEH5YgE https://t.co/rX2WyJ8R6E",43,94.84,98.14,1.00,69.60,14.33,32.56,58.14,32.56,9.30,6.98,0.00,2.33,4.65,0.00,0.00,2.33,6.98,11.63,0.00,4.65,2.33,0.00,2.33,2.33,2.33,0.00,0.00,0.00,2.33,2.33,0.00,0.00,0.00,0.00,13.95,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,9.30,0.00,9.30,0.00,0.00,6.98,2.33,2.33,2.33,0.00,0.00,0.00,2.33,0.00,4.65,2.33,0.00,4.65,2.33,0.00,0.00,0.00,0.00,0.00,4.65,0.00,4.65,0.00,0.00,0.00,48.84,6.98,0.00,0.00,2.33,0.00,4.65,0.00,0.00,0.00,4.65,30.23
"#Indonesia vaccine maker #BioFarma has denied any contamination of oral #polio bulk #vaccine supplied to #Indian company #Biomed https://t.co/Oty7epgdiC",23,96.18,66.81,1.00,25.77,23.00,34.78,34.78,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,8.70,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,39.13,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.78
"When someone tells you ""the science is settled"" tell them that only ONE #vaccine &amp; only ONE ingredient were studied for a relationship with #Autism and even that ONE study is questionable at best. Science is never settled! #endautismnow #readthebook #notbornwithit #vaccineinjury https://t.co/S3a519SOik",47,35.95,89.90,1.00,66.07,15.67,31.91,68.09,42.55,10.64,4.26,0.00,0.00,2.13,0.00,2.13,6.38,4.26,6.38,8.51,10.64,4.26,2.13,14.89,2.13,2.13,2.13,6.38,0.00,2.13,2.13,0.00,0.00,0.00,0.00,12.77,0.00,0.00,0.00,0.00,4.26,0.00,0.00,0.00,2.13,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,2.13,2.13,2.13,2.13,0.00,4.26,10.64,0.00,6.38,0.00,2.13,4.26,8.51,0.00,0.00,0.00,0.00,0.00,2.13,0.00,2.13,0.00,0.00,0.00,31.91,4.26,0.00,0.00,2.13,0.00,2.13,0.00,4.26,0.00,0.00,19.15
"🌟 FLU SEASON 🌟

The importance of the #Flu Vaccine ~ especially for #disabled people &amp; those of us with #neuromuscular conditions such as #MuscularDystrophy. 

Ensure you receive the Quadrivalent Influenza #Vaccine!! (Ask your #doctor/pharmacist)

👉 https://t.co/BKHJEH5YgE https://t.co/rX2WyJ8R6E",43,94.84,98.14,1.00,69.60,14.33,32.56,58.14,32.56,9.30,6.98,0.00,2.33,4.65,0.00,0.00,2.33,6.98,11.63,0.00,4.65,2.33,0.00,2.33,2.33,2.33,0.00,0.00,0.00,2.33,2.33,0.00,0.00,0.00,0.00,13.95,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,9.30,0.00,9.30,0.00,0.00,6.98,2.33,2.33,2.33,0.00,0.00,0.00,2.33,0.00,4.65,2.33,0.00,4.65,2.33,0.00,0.00,0.00,0.00,0.00,4.65,0.00,4.65,0.00,0.00,0.00,48.84,6.98,0.00,0.00,2.33,0.00,4.65,0.00,0.00,0.00,4.65,30.23
"#Indonesia vaccine maker #BioFarma has denied any contamination of oral #polio bulk #vaccine supplied to #Indian company #Biomed https://t.co/Oty7epgdiC",23,96.18,66.81,1.00,25.77,23.00,34.78,34.78,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,8.70,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,39.13,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.78
"In case you need a very, very, very good reason to get a #flu shot - here's 28 |  #winteriscoming for your #Health please #FluSeason  #vaccine #VaccinesWork https://t.co/3TFLGZwsQY",30,88.98,90.87,1.00,99.00,30.00,16.67,66.67,36.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00,6.67,10.00,0.00,13.33,0.00,0.00,10.00,0.00,0.00,0.00,3.33,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,3.33,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00,10.00,0.00,6.67,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,46.67,3.33,6.67,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,30.00
"""VLA1553 is a monovalent, single dose, live-attenuated #vaccine candidate for protection against #Chikungunya. It is designed for prophylactic, active, single-dose immunization against Chikungunya in humans over one year old.""  #beatNTDs @bactiman63 https://t.co/27JR4gPJ49",40,98.46,40.12,15.86,72.57,13.33,37.50,57.50,25.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,15.00,5.00,0.00,0.00,0.00,7.50,7.50,0.00,0.00,10.00,5.00,2.50,2.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,5.00,0.00,0.00,2.50,0.00,2.50,0.00,7.50,0.00,10.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,42.50,7.50,10.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,15.00
"""VLA1553 is a monovalent, single dose, live-attenuated #vaccine candidate for protection against #Chikungunya. It is designed for prophylactic, active, single-dose immunization against Chikungunya in humans over one year old.""  #beatNTDs @bactiman63 https://t.co/27JR4gPJ49",40,98.46,40.12,15.86,72.57,13.33,37.50,57.50,25.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,15.00,5.00,0.00,0.00,0.00,7.50,7.50,0.00,0.00,10.00,5.00,2.50,2.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,5.00,0.00,0.00,2.50,0.00,2.50,0.00,7.50,0.00,10.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,42.50,7.50,10.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,15.00
"Alzheimer’s disease associated with HSV1 virus &amp; APOE4 gene!

#Alzheimer #herpes #herpessimplex #coldsore #virus #prevention #antiviral #vaccine #vaccination #dementia https://t.co/9iXXP38wEE",25,95.99,50.00,1.00,25.77,12.50,44.00,24.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,68.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,0.00,52.00
"The fine against the Changchun Changsheng Biotechnology Company dwarfs previous penalties imposed on #vaccine makers embroiled in safety scandals.

https://t.co/56AC49xTZo",25,99.00,50.00,20.24,99.00,12.50,44.00,44.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,12.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,20.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
"****SOLD OUT****

Our next #Birmingham #vaccine training event is now sold out. You can still attend our London event (link here to book a place). #Pharmacists looking to upskill (to #travel health), new to vaccines or just in need of an update can attend
https://t.co/fHBp0NnoOd? https://t.co/yF0FYzAHm9",54,90.85,82.28,92.47,25.77,13.50,16.67,74.07,38.89,5.56,5.56,0.00,3.70,1.85,0.00,0.00,0.00,3.70,14.81,5.56,7.41,1.85,0.00,11.11,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,1.85,0.00,1.85,1.85,0.00,1.85,1.85,1.85,0.00,0.00,3.70,0.00,3.70,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,14.81,0.00,27.78,5.56,9.26,12.96,1.85,3.70,0.00,3.70,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,48.15,7.41,1.85,0.00,0.00,1.85,0.00,0.00,0.00,0.00,7.41,29.63
"After first 2 weeks of the 2018/2019 season, #influenzaB, #influenzaA(H1), and #influenzaA(H3) have all been detected in Ireland. Now is a good time to get your influenza vaccine #influenza #vaccine #flujab #FluVaccine #flufighter #VaccinesWork #VaccinesMakeAdults #surveillance https://t.co/iytUwXOOP1",44,92.84,67.52,19.82,68.66,22.00,34.09,45.45,27.27,2.27,2.27,0.00,0.00,2.27,0.00,0.00,0.00,4.55,9.09,6.82,2.27,2.27,0.00,9.09,2.27,2.27,0.00,9.09,2.27,2.27,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82,0.00,2.27,0.00,4.55,0.00,2.27,9.09,0.00,15.91,0.00,2.27,13.64,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,2.27,0.00,0.00,0.00,52.27,4.55,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,31.82
"#Flu activity is not yet at its peak, but several patients, including one child, have died from #influenza in the first week of the 2018-19 flu season. It takes 2 weeks for the #vaccine to work, so get yours today! Keep yourself and your family healthy. @CDCFlu @doctor_ep https://t.co/ujHTfYvweB",55,85.88,81.84,31.94,60.23,13.75,16.36,78.18,40.00,9.09,5.45,0.00,0.00,5.45,0.00,0.00,3.64,5.45,12.73,3.64,3.64,5.45,1.82,10.91,1.82,0.00,0.00,9.09,1.82,1.82,1.82,0.00,0.00,0.00,0.00,9.09,1.82,0.00,0.00,0.00,3.64,0.00,0.00,0.00,0.00,0.00,3.64,1.82,0.00,1.82,0.00,5.45,0.00,5.45,0.00,0.00,12.73,1.82,3.64,3.64,3.64,0.00,1.82,12.73,0.00,14.55,0.00,3.64,10.91,3.64,5.45,1.82,0.00,0.00,1.82,3.64,0.00,3.64,0.00,0.00,0.00,30.91,5.45,7.27,0.00,0.00,0.00,1.82,1.82,0.00,0.00,0.00,14.55
The HQI team is sharing #Diabetes and #Vaccine resources at the #hocoexpo18 - @SenatorCardin dropped by to say hello. https://t.co/8WW9XSS42m,25,98.98,94.50,1.00,91.14,12.50,28.00,60.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,12.00,4.00,0.00,4.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,16.00,12.00,4.00,4.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,4.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,24.00
"#Arizona cancels #vaccine program after backlash from #domistic #terrorists  who don't #vaccinate.  #Antivaxxers are #biological terrorists and #cultists who don't care if your #family dies.  https://t.co/VVVVRNy0a7 via @azcentral",32,46.07,73.40,1.00,1.42,10.67,43.75,59.38,34.38,9.38,3.12,0.00,0.00,3.12,0.00,0.00,6.25,0.00,9.38,9.38,0.00,6.25,6.25,15.62,3.12,3.12,6.25,0.00,0.00,9.38,3.12,6.25,6.25,0.00,0.00,12.50,3.12,0.00,0.00,0.00,3.12,0.00,0.00,3.12,3.12,0.00,3.12,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,9.38,3.12,0.00,6.25,0.00,0.00,0.00,15.62,0.00,6.25,0.00,3.12,3.12,6.25,3.12,3.12,0.00,0.00,3.12,3.12,0.00,3.12,0.00,0.00,0.00,53.12,9.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,37.50
Proud to be part of the #vaccine quality chain serving our community. #BrantfordBrant https://t.co/3oz9Ki0ZlA,20,96.54,93.30,1.00,96.76,10.00,25.00,45.00,25.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,10.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,10.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
"Chinese #vaccine scandal unlikely to dent country's childhood immunization rates, as mandated vaccinations for children starting school remain in place despite damaged children. #China #corruption 
https://t.co/1IdwuGIKaK",30,99.00,63.05,43.37,1.03,15.00,53.33,53.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,3.33,0.00,3.33,3.33,3.33,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,10.00,6.67,3.33,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,30.00,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,16.67
"Peak season for #flu season is usually around January and February. Everyone who is eligible should promptly get their flu #vaccine when they are called for immunisation, so they are protected in time: https://t.co/G5Em5h170Y #HelpUsHelpYou https://t.co/tUZn4P6jbx",44,25.90,91.35,31.94,25.77,22.00,27.27,70.45,40.91,11.36,6.82,0.00,0.00,0.00,0.00,6.82,4.55,0.00,9.09,11.36,9.09,6.82,0.00,15.91,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,0.00,0.00,0.00,6.82,0.00,0.00,2.27,2.27,2.27,0.00,0.00,0.00,0.00,0.00,6.82,0.00,6.82,0.00,0.00,4.55,0.00,0.00,0.00,2.27,2.27,2.27,11.36,0.00,20.45,0.00,4.55,15.91,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,27.27,6.82,2.27,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.91
Help your patients comply with getting #vaccinated easily. https://t.co/T1KLp1MkAm #FluShot #vaccine https://t.co/hDTC6lZqS1,20,92.84,93.30,1.00,96.76,10.00,35.00,40.00,10.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,5.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,50.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00
Did you know — egg #allergy is not a contradiction to flu vaccine in children? Some countries have a low egg protein version. It should be administered under a guidance of a health professional. A history of anaphylaxis to the flu #vaccine requiring ICU trt IS a contraindication.,47,98.07,58.41,15.43,1.00,11.75,31.91,82.98,46.81,4.26,2.13,0.00,0.00,2.13,0.00,0.00,2.13,14.89,12.77,12.77,0.00,0.00,2.13,14.89,0.00,0.00,0.00,0.00,2.13,4.26,0.00,4.26,0.00,2.13,2.13,6.38,0.00,0.00,0.00,0.00,10.64,2.13,0.00,2.13,2.13,0.00,4.26,0.00,0.00,0.00,0.00,14.89,0.00,10.64,0.00,4.26,6.38,0.00,0.00,6.38,0.00,0.00,2.13,10.64,0.00,10.64,0.00,8.51,2.13,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.77,6.38,0.00,0.00,0.00,2.13,0.00,0.00,0.00,0.00,0.00,4.26
EMA recommends for approval the first #vaccine in the EU for the prevention of #dengue: https://t.co/Zg04twI8Mk #CHMP,21,99.00,68.29,2.82,95.81,21.00,23.81,57.14,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,4.76,4.76,0.00,4.76,0.00,0.00,0.00,9.52,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,33.33,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81
"Yes, #PEI results are exemplary - both in terms of pace of early #flu #vaccine delivery &amp; percent of residents receiving vaccine at pharmacy (~18%). Since overall flu vaccine coverage is ~35% (across all ages) in PEI, pharmacy delivery comprises ~half! @PEIPharmacists #FightFlu https://t.co/OM1JkHsegi",47,99.00,66.48,77.49,4.35,15.67,38.30,63.83,21.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.02,4.26,0.00,0.00,0.00,4.26,2.13,0.00,0.00,6.38,6.38,2.13,0.00,2.13,0.00,2.13,0.00,4.26,0.00,0.00,0.00,0.00,8.51,0.00,4.26,0.00,2.13,2.13,0.00,0.00,0.00,0.00,0.00,8.51,0.00,8.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,25.53,6.38,12.77,8.51,0.00,0.00,2.13,0.00,0.00,0.00,4.26,0.00,2.13,2.13,0.00,0.00,51.06,4.26,4.26,0.00,2.13,0.00,2.13,2.13,0.00,0.00,8.51,27.66
"Peak season for #flu season is usually around January and February. Everyone who is eligible should promptly get their flu #vaccine when they are called for immunisation, so they are protected in time: https://t.co/G5Em5h170Y #HelpUsHelpYou https://t.co/tUZn4P6jbx",44,25.90,91.35,31.94,25.77,22.00,27.27,70.45,40.91,11.36,6.82,0.00,0.00,0.00,0.00,6.82,4.55,0.00,9.09,11.36,9.09,6.82,0.00,15.91,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,0.00,0.00,0.00,6.82,0.00,0.00,2.27,2.27,2.27,0.00,0.00,0.00,0.00,0.00,6.82,0.00,6.82,0.00,0.00,4.55,0.00,0.00,0.00,2.27,2.27,2.27,11.36,0.00,20.45,0.00,4.55,15.91,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,27.27,6.82,2.27,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.91
Leading our state and local government news roundup: #Arizona pulls back a #vaccine education program https://t.co/EJJvwZDkXY,20,77.33,84.14,43.37,25.77,20.00,40.00,55.00,20.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,5.00,5.00,15.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,10.00,5.00,20.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,30.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
Leading our state and local government news roundup: #Arizona pulls back a #vaccine education program https://t.co/W8FK188np5 https://t.co/01NTXVC5L7,27,82.52,77.05,15.12,25.77,27.00,33.33,44.44,14.81,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,3.70,3.70,11.11,0.00,0.00,0.00,0.00,0.00,14.81,7.41,7.41,3.70,14.81,0.00,0.00,0.00,0.00,0.00,7.41,0.00,7.41,0.00,0.00,0.00,33.33,7.41,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22
"#FeelGoodFriday!

Did you know that an #Ebola #vaccine was developed by the #Canadians with a 100% success rate! Well done Canada!

And thank you @WHO for the great coverage and work that you do!

 https://t.co/btlNK9qFQc",39,64.27,96.34,1.00,99.00,7.80,17.95,71.79,51.28,15.38,7.69,0.00,0.00,7.69,0.00,0.00,7.69,10.26,7.69,10.26,2.56,5.13,0.00,15.38,2.56,0.00,2.56,2.56,0.00,10.26,10.26,0.00,0.00,0.00,0.00,10.26,0.00,0.00,0.00,0.00,2.56,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,5.13,0.00,5.13,0.00,7.69,10.26,0.00,2.56,0.00,2.56,0.00,7.69,0.00,0.00,0.00,0.00,0.00,5.13,0.00,2.56,0.00,2.56,0.00,33.33,2.56,0.00,0.00,0.00,0.00,10.26,0.00,0.00,0.00,0.00,20.51
